image,title,year,rating,description,genres
3331.jpg,A house by the lake,2006.0,6.8,"Kate Forster, after breaking up with her boyfriend, decides to move out of a rented house in order to start afresh and at the same time be closer to work. All fans of detective fiction will like watching the movie ""House by the Lake"" (2006) in Ukrainian live.","['detective', 'drama', 'fantasy']"
3332.jpg,Water World,1995.0,6.3,"In the distant future, the polar snows have melted, covering the entire Earth with water. The authors immerse us in the fantastic world of a few people living on water, where the most precious things are fresh water, land, food, cigarettes, etc. The film ""Water World"" (1995) will be enjoyed by all fans of thrillers and science fiction.","['adventure', 'thriller']"
3333.jpg,The illusion of love,2016.0,6.6,"Gabriella lives in a small French town that is recovering after the war. The heroine desperately lacks male attention, she wants to completely immerse herself in love and finally feel what female happiness is. The film ""The Illusion of Love"" (2016) will be enjoyed by all fans of dramatic films in Ukrainian.",['drama']
3334.jpg,Orbit 9,2016.0,5.9,"All the action takes place on board the space station Orbyra Nine, where only one astronaut lives. Young Elena is only twenty years old and her task is to fly to the planet Celeste. The whole uniqueness of the experiment is that she got to the space station as a small child and did not see people at all. The movie ""Orbit 9"" (2016) will be liked to watch in Ukrainian live by all fans of dramatic films and science fiction.",['drama']
3335.jpg,Donnie Darko,2001.0,8.0,"By the age of 16, high school student Donnie already knows what death is. After an accident that almost cost him his life, Donnie discovers the ability to change time and fate. The movie ""Donnie Darko"" (2001) will be enjoyed by all fans of detective films, thrillers and science fiction.","['detective', 'drama', 'fantasy', 'thriller']"
3336.jpg,Aliens 3: Storming of the Bastille,2016.0,4.6,"In the third part, the count and the squire go to the most difficult time for France - the period of the French Revolution. The film ""Aliens 3: The Storming of the Bastille"" (2016) will be enjoyed by all fans of comedy films and science fiction in Ukrainian.","['comedy', 'fantasy']"
3337.jpg,Aliens 2: Corridors of Time,1998.0,6.1,"If you drank a magic potion and got into the Middle Ages, do not rely on your cell phone and the rescue service: no one has yet managed to escape from the clutches of the Holy Inquisition. And you won't be able to go back, because in your time, your doppelgänger is the naive medieval scoundrel Jakuy. The movie ""Aliens 2: Corridors of Time"" (1998) will be liked to watch in Ukrainian live by all fans of comedy films and fantasy.","['comedy', 'fantasy']"
3338.jpg,Aliens,1993.0,7.0,"France 1122. Count Godefroy de Montmiray, falling victim to the curse of an evil sorceress, kills the father of his bride. Godefroy turns to the great wizard Eusebius for help, who offers the count to travel through the corridors of time to the past and correct his mistake. The film ""Aliens"" (1993) will be enjoyed by all fans of comedy films and fantasy.","['comedy', 'fantasy']"
3339.jpg,Max Steele,2016.0,4.6,"The plot of this picture revolves around an unusual teenager named Max McGrath. The main character one day discovers a unique ability to generate powerful energy, which is unique in its kind in the entire universe. The movie ""Max Steel"" (2016) will be liked to watch in Ukrainian live by all fans of adventure films and science fiction.","['adventure', 'family']"
3340.jpg,Knockout: Epic Clash,2017.0,5.8,"Doug worked at the bar for many years and earned an excellent salary. One day, a man looks in there, who offered the local bouncers to join a famous hockey team. The movie ""Vybyvailo: Epic Clash"" (2017) will be liked to watch in Ukrainian live by all fans of sports comedy films.","['comedy', 'sport']"
3341.jpg,A good year,2006.0,6.9,"A London Stock Exchange trader, insanely smart, lucky manager and part-time big bore inherits a winery in Provence. After arriving in France, he discovers that, in addition to him, there are other people who claim to be his legal property. The film ""Good Year"" (2006) will be enjoyed by all fans of dramatic films and comedies in Ukrainian.","['comedy', 'drama']"
3342.jpg,A black hole,2000.0,7.0,"The first part of the tape begins with the fact that in the very distant future, people have learned how to fly to other planets and galaxies, using a variety of ships for this purpose. The film ""Black Hole"" (2000) will be enjoyed by all fans of horror and fantasy films in Ukrainian.","['horror', 'thriller']"
3343.jpg,Letters from Iwo Jima,2006.0,7.8,"Another look at the tragic battle of Iwo Jima, which became not only a historical event, a turning point in the Pacific campaign of the US against Japan, but also a clash of cultures and worldviews. The film ""Letters from Iwo Jima"" (2006) will be enjoyed by Ukrainian fans of military and historical adventures.","['adventure', 'drama', 'historical', 'war']"
3344.jpg,Chronicles of Riddick,2004.0,6.6,"The second part of the tape begins with the fact that the best bounty hunters were looking for him, but they all failed. And only one team of thugs managed to catch the ruthless and dangerous killer and the main character of the film. The film ""Chronicles of Riddick"" (2004) will be enjoyed by all fans of thrillers and fantasy.","['adventure', 'thriller']"
3345.jpg,Thin red line,1998.0,7.6,"During the Second World War, the USA is trying in every possible way to repel the attack of the Japanese Empire. The heroes of ""The Thin Red Line"" are American soldiers who were driven into the very epicenter of the bloody war. The film ""The Thin Red Line"" (1998) will be enjoyed by all fans of war and historical films in Ukrainian.","['drama', 'historical', 'war']"
3346.jpg,Remember everything,2012.0,6.2,"This picture describes the life of an ordinary construction worker named Colin Farrell, who lives in a small apartment in New Asia. The plot of ""Remember Everything"" is about the fact that the hero's life was satisfactory in general, it was inferior, he wanted something more. The film ""Remember Everything"" (2012) will be enjoyed by all fans of thrillers and fantasy in Ukrainian live.","['adventure', 'detective', 'thriller']"
3347.jpg,RoboCop,2014.0,6.1,"The events in the fourth part unfold in 2028. In this near future, RoboCop is destined to appear. And it all started with the fact that the international organization OmniCorp won a leading position in the field of production of modern robots. The film ""Robocop"" (2014) will be enjoyed by all fans of thrillers and science fiction in Ukrainian live.","['crime', 'thriller']"
3348.jpg,Letters from Iwo Jima,2006.0,7.8,"Another look at the tragic battle of Iwo Jima, which became not only a historical event, a turning point in the Pacific campaign of the US against Japan, but also a clash of cultures and worldviews. The film ""Letters from Iwo Jima"" (2006) will be enjoyed by Ukrainian fans of military and historical adventures.","['adventure', 'drama', 'historical', 'war']"
3349.jpg,Awakening,1990.0,7.8,"The tape tells the story of Dr. Malcolm Sayer, who managed to find a means of awakening and bringing seriously ill patients out of a semi-coma state. His tenacity and desire to achieve results are doing their job, and it would seem that those who have long been abandoned by doctors and loved ones are returning to a full life. The film ""Awakening"" (1990) will be enjoyed by all fans of biographical dramas in Ukrainian.","['biography', 'drama']"
3350.jpg,Steve Jobs,2015.0,7.2,"It is based on biographical moments from the life of an outstanding modern genius, the founder of the Apple company. He started in utility rooms, where he wrote unique products and software for his computers. All fans of biographical dramas will enjoy watching the movie ""Steve Jobs"" (2015) in Ukrainian live.","['biography', 'drama', 'historical']"
3351.jpg,Star Troopers,1997.0,7.3,"In the first part of the iconic picture, the threat of complete destruction looms over the world of people again, coming from outer space. All fans of thrillers and fantasy will enjoy watching the film ""Starship Trooper"" (1997) in Ukrainian live.","['adventure', 'thriller']"
3352.jpg,Vivarium,2019.0,5.9,"In search of the perfect house, a young couple meets a strange real estate agent. According to the plot, he brings them to a new village in the suburbs, and then disappears. The film ""Vivarium"" (2019) will be enjoyed by all fans of horror and fantasy films in Ukrainian.","['detective', 'horror', 'thriller']"
3353.jpg,Bruno,2009.0,5.9,"A new adventure from Sacha Baron Cohen, the author of the smash hit ""Borat"". This time, the British comedian portrays himself as the TV host of an Austrian channel for homosexuals and puts everyone who has to face him in an awkward position. The movie ""Bruno"" (2009) will be enjoyed by all fans of comedy films in Ukrainian.",['comedy']
3354.jpg,Security,2017.0,5.7,"The main character, named Eddie Deacon, is in a rather difficult financial situation, which prompts him to agree to any job. The movie ""Security"" (2017) will be liked to watch in Ukrainian live by all fans of crime films and thrillers.","['crime', 'thriller']"
3355.jpg,Borat,2006.0,7.4,"A TV presenter from Kazakhstan, Borat, is going to the USA to report on this ""world's largest country"". However, upon arrival, it turned out that the main purpose of his visit was to search for Pamela Anderson in order to marry her, and not at all to shoot a documentary... The film ""Borat"" (2006) will be enjoyed by all fans of comedy films in Ukrainian.",['comedy']
3356.jpg,Marauders,2016.0,5.5,"A story about an FBI agent who is on the trail of criminals who robbed a bank and who gave all the stolen money to charity. The film ""Marauders"" (2016) will be enjoyed by all fans of crime films and thrillers in Ukrainian.","['crime', 'thriller']"
3358.jpg,He and she,2019.0,6.6,"30-year-old Remy and Melanie live in the same Paris area. She goes on hopeless dates, getting to know each other on social networks, and he tries to get to know at least someone. Our heroes are victims of loneliness in a big city, an era when it would seem that getting to know each other has become easier. The film ""He and She"" (2019) will be enjoyed by all fans of comedy films in Ukrainian live.","['comedy', 'drama']"
3359.jpg,"Spring, summer, autumn, winter... and spring again",2003.0,8.0,"No one is allowed to disrupt the change of seasons, when first everything is born, then grows, and then fades away. The course of life is beyond the control of two monks living in a floating hut on a mountain lake. The film ""Spring, summer, autumn, winter... and spring again"" (2013) will be enjoyed by all fans of dramatic films in Ukrainian.",['drama']
3360.jpg,Work without authorship,2018.0,7.7,"This picture shows three periods of German history through the prism of the life of the great German artist Gerhard Richter. All fans of historical thrillers will enjoy watching the film ""Work without authorship"" (2018) in Ukrainian live.","['drama', 'historical', 'thriller']"
3361.jpg,Snow blower,2013.0,7.1,"The world of the remaining living people enclosed by walls moves on all steam of the train - an autonomous ecosystem created by Wilford. The remaining representatives of humanity, who did not get on the train, disappeared as a result of a natural disaster caused by the people themselves. The film ""Snowstorm"" (2013) will be enjoyed by all fans of thrillers and science fiction in Ukrainian live.","['drama', 'thriller']"
3362.jpg,Fighter,2010.0,7.8,"The plot of the film is based on the biographical events of the welterweight boxer Mickey Ward. He lives in the remote town of Lowell in Massachusetts. The young boxer's brother Dicky Eklund, a former boxing star, is training the young boxer. All fans of biographical and sports dramas will enjoy watching the movie ""The Fighter"" (2010) in Ukrainian live.","['biography', 'drama', 'sport']"
3363.jpg,G.I. Joe: Cobra Attack,2009.0,5.7,"They will cope with what no one else can! They are a top-secret, elite strike force of G.I. Joe, which consists of the best fighters from around the world. The film ""G.I. Joe: Attack of the Cobra"" (2009) will be enjoyed by all fans of thrillers and science fiction.","['adventure', 'thriller']"
3364.jpg,G.I. Joe: Attack of the Cobra 2,2013.0,5.7,"The plot of the second part revolves around the elite military special forces unit ""G.I. Joe"". Once the soldiers of an elite unit encountered a criminal group whose skill was at the highest level. The film ""G.I. Joe: Attack of the Cobra 2"" (2013) will be enjoyed by all fans of thrillers and science fiction.","['adventure', 'thriller']"
3365.jpg,Mission: Inadequate,2016.0,5.2,"An absolutely crazy story of an ordinary American citizen who, on the instructions of the Almighty, decides to single-handedly catch Osama bin Laden. When the world needs a hero, Gary rushes to the rescue! The movie ""Mission: Inadequate"" (2016) will be enjoyed by all comedy fans in Ukrainian.",['comedy']
3366.jpg,Sukiyaki Western Django,2007.0,6.1,"The main events of this picture take place high in the mountains. A boy named Heihochi is destined to go to Italy and become famous there as Django, who will shoot westerns about the hero Sukiyaka. And it all started with the fact that a war between the ""red"" and ""white"" broke out in these places. The movie ""Sukiyaki Western Django"" (2007) will be enjoyed by all fans of adventure films and comedies in Ukrainian live.","['adventure', 'comedy', 'thriller', 'western']"
3367.jpg,Amadeus,1984.0,8.4,"1781 year. Antonio Salieri successfully copes with the duties of a court composer under Emperor Joseph II. When Mozart appears at the court, Salieri is horrified to discover that the divine gift of music, which he so desires to possess, has been released to some indecent, humorous jester. The film ""Amadeus"" (1984) will be enjoyed by all fans of historical and biographical films in Ukrainian.","['biography', 'drama', 'historical', 'music', 'musical']"
3368.jpg,Patriot's Day,2016.0,7.3,"April 15, Saturday - Americans are preparing to celebrate Patriot's Day. Police Sergeant Tommy Sanders is going on duty. His wife Carol ironed him a uniform that had been hanging in the closet for a long time. All fans of historical and crime films will enjoy watching the movie ""Patriot's Day"" (2016) live in Ukrainian.","['crime', 'drama', 'historical', 'thriller']"
3369.jpg,Frost vs. Nixon,2008.0,7.6,"USA, 1977. Three years after his infamous resignation following the Watergate scandal, former US President Richard Nixon broke his silence and gave an exclusive interview to British TV presenter David Frost. The film ""Frost vs. Nixon"" (2008) will be enjoyed by all fans of historical and dramatic films in Ukrainian.","['drama', 'historical']"
3370.jpg,Wild,2014.0,7.1,"In the life of Cheryl Strayed, rather difficult times have come. At first, the main character of ""Dyka"" experienced a difficult divorce from her beloved husband, and later lost her own mother, the closest and dearest person. The film ""Dyka"" (2014) will be enjoyed by all fans of historical and dramatic films in Ukrainian.","['adventure', 'biography', 'drama']"
3371.jpg,Veronica Mars,2014.0,6.7,"Once helping her father solve crimes in her hometown of Neptune, the main character of this detective-crime drama understood that it would not last forever. After moving to New York and getting a position as a lawyer in a good firm, Veronica Mars was sure that she broke out of the closed circle. However, the girl was deeply mistaken. The film ""Veronica Mars"" (2014) will be enjoyed by all fans of detective films and comedies in Ukrainian.","['comedy', 'crime', 'detective', 'drama', 'thriller']"
3372.jpg,I am number four,2011.0,6.1,"An ordinary-looking teenager, John Smith, is actually one of the last survivors of a distant planet. John is forced to hide from terrible enemies sent to destroy him. He has to change names, constantly moving from place to place with his guardian Henry. The film ""I am number four"" (2011) will be enjoyed by all fans of thrillers and fantasy.","['adventure', 'thriller']"
3373.jpg,People are honest,2000.0,7.2,"The film is based on real events from the life of the legendary diver Carl Brashear. His mentor and senior officer, Bill Sunday, is convinced that blacks have nothing to do in the navy, and in the most cruel and inhumane ways mocks and ""breaks"" the ambitious newcomer. The film ""People of Honor"" (2000) will be enjoyed by all fans of biographical films and dramas in Ukrainian.","['biography', 'drama']"
3374.jpg,Moral values ​​of the Adams family,1993.0,6.8,"A son is born to Gomez and Mortisha Addams. They hire a nanny, Debbie Jelinski, to care for the newborn, who, seduced by Uncle Fester's wealth, falls in love with him and begins to plot against the rest of the family. Young Wednesday Addams discovers the insidious plans of the nanny and begins to follow her. But soon, for excessive curiosity, Wednesday and Pugsley are sent to a children's camp... The film ""Moral Values ​​of the Addams Family"" (1993) will be enjoyed by all fans of family films and fantasy in Ukrainian live.","['comedy', 'family', 'fantasy']"
3375.jpg,Be cooler,2005.0,5.6,"Chili Palmer is at the epicenter of the plot. This pretty cool gangster decides to change his life radically. From an unsurpassed criminal, he turns into a film producer. The film ""Be Coolest"" (2005) will be enjoyed by all fans of crime comedies in Ukrainian live.","['comedy', 'crime', 'music']"
3376.jpg,With things for departure!,2016.0,5.7,"Steadfast cop Jose Fernandez is tasked with extraditing an ordinary man named Akim, who was mistaken for a terrorist, to Kabul. Like never before in any Kabul, but it doesn't matter to Jose. The film ""With things for departure!"" (2016) will be enjoyed by all fans of comedy films in Ukrainian live.",['comedy']
3377.jpg,Hippopotamus,2017.0,6.4,"The once famous and popular writer and journalist Ted Walliss continues to walk right and left, thereby burying his reputation and popularity quite deep. The movie ""Hippos"" (2017) will be liked to watch in Ukrainian live by all fans of comedy films.",['comedy']
3378.jpg,The ideal,2016.0,5.1,"Octave is convinced that only Russian girls have special beauty and inexplicable power over people. Octav is a scout of the largest cosmetics company ""Ideal"". He is going to Russia. The film ""Ideal"" (2016) will be enjoyed by all fans of dramatic films and comedies in Ukrainian.","['comedy', 'drama']"
3379.jpg,Final portrait,2017.0,6.2,"Alberto Giacometti is a famous Swiss artist who also worked extensively and fruitfully in the field of sculpture and graphics. His creations have always enjoyed success at numerous exhibitions, and especially recently. The film ""The Final Portrait"" (2017) will be enjoyed by all fans of historical films, comedies and dramas in Ukrainian live.","['biography', 'comedy', 'drama', 'historical']"
3380.jpg,American pastoral,2016.0,6.1,"An excellent citizen, a family man, a hard-working entrepreneur who inherited a small factory from his father, the main character Seymour is a pillar of American society and enjoys post-war prosperity together with the country. The film ""American Pastoral"" (2016) will be enjoyed by all fans of crime films and dramas in Ukrainian.","['crime', 'drama']"
3381.jpg,Irrational person,2015.0,6.6,"Everyone can have the desire to give up everything and start life from scratch. Professors of philosophy, a man with a capital letter, Abe Lucas, are visited by this thought and he decides to act irrationally. The film ""Irrational Man"" (2015) will be enjoyed by all fans of comedy films and dramas in Ukrainian live.","['comedy', 'detective', 'drama']"
3382.jpg,She,2016.0,7.1,"The events take place in the modern capital of France, in the city of Paris. A wealthy Parisian named Michelle lives here. She works in a large corporation producing video games. The film ""She"" (2016) will be enjoyed by all fans of crime thrillers in Ukrainian live.","['crime', 'drama', 'thriller']"
3383.jpg,The birth of the dragon,2016.0,5.7,"This picture is a vivid page from the life of one of the greatest kung fu masters in the history of mankind. We are, of course, talking about Bruce Lee. He rose to the top of popularity thanks to his unsurpassed technique. He practiced oriental martial arts from a young age and eventually became a great warrior. The film ""Birth of the Dragon"" (2016) will be enjoyed by all fans of biographical drama films in Ukrainian live.","['biography', 'drama']"
3384.jpg,Dragon - the story of Bruce Lee,1993.0,7.0,"A biographical drama about the life of the legendary Bruce Lee, who died mysteriously. The film is based on the memoirs of Bruce's wife Linda Lee Caldwell. The creators of the film tried to show Lee as a person who overcomes obstacles and steadily goes to the goal. The film ""Dragon - the story of Bruce Lee"" (2014) will be enjoyed by all fans of biographical drama films in Ukrainian live.","['biography', 'drama']"
3385.jpg,Way of the Dragon,1972.0,7.2,"Tan comes from Hong Kong to Rome to help family friends whose restaurant is planned to be taken over by local mobsters. Accustomed to always getting what they want and stopping at nothing, the bandits made a big mistake, underestimating the seemingly modest young man. The film ""The Way of the Dragon"" (1972) will be enjoyed by all fans of crime adventure films in Ukrainian.","['adventure', 'crime', 'drama', 'thriller']"
3386.jpg,My Big Greek Wedding 2,2016.0,6.0,"In the second part of the legendary story, Tula Portokalos already lives with her husband Ian and raises her daughter Paris. One day this great Greek family will once again prepare for a wedding. And it will not be the marriage of a young girl at all, but of her parents. The movie ""My Big Greek Wedding 2"" (2016) will be enjoyed by all fans of comedy family films.","['comedy', 'family']"
3387.jpg,My big Greek wedding,2002.0,6.6,"In the first part of the romantic comedy, a thirty-year-old girl named Tula Portokalos is at the epicenter of the plot. In her large Greek family, everyone dreams of speaking out about the future groom. But the whole horror is that he may never appear. The whole point is that the girl does not have a chic appearance. The movie ""My Great Greek Wedding"" (2002) will be enjoyed by all fans of comedy family films in Ukrainian live.","['comedy', 'drama', 'family']"
3388.jpg,New world,2005.0,6.7,"The main events take place at the beginning of the seventeenth century in North America, in the settlement of Jamestown. A research expedition led by researcher John Smith sets out from Europe to explore new lands. Here, the man meets Pocahontas, an Indian princess who is a girl from the upper world. The film ""New World"" (2014) will be enjoyed by all fans of historical biographical films in Ukrainian.","['biography', 'drama', 'historical']"
3389.jpg,Black current,2018.0,6.3,"Commissioner François Visconti at his age told a lot that he knows a policeman. This time, the main character of ""Black Stripe"" is engaged in, as it seems at first glance, a simple matter, namely, investigating a teenager named Dani Arno. The film ""Black Current"" (2018) will be enjoyed by Ukrainian fans of thrillers and detectives.","['detective', 'drama', 'thriller']"
3390.jpg,Make money,2018.0,6.9,"A young Romanian woman is kidnapped in broad daylight from a street in London, transported to Ireland and used as a sex slave in a series of pop-up brothels. Her shocking true story offers a tense, disturbing thriller that reveals how slavery can hide in plain sight in modern Britain. Making Money (2018) will be enjoyed by all fans of crime films.","['crime', 'drama']"
3391.jpg,Una,2016.0,6.2,"It all started fifteen years ago, when a young thirteen-year-old girl left her native home with an adult man named Ray. And so, Una is already twenty-eight. She is an adult self-sufficient girl. One day she sees a photo of her former lover in a reputable magazine. And she decides to remind him about herself. The film ""Una"" (2016) will be enjoyed by all fans of thrillers in Ukrainian live.","['drama', 'thriller']"
3392.jpg,Platform,2019.0,7.0,"The storyline of this fantastic thriller with elements of horror is built around several people who wake up in some multi-story underground prison, which they entered voluntarily. According to the plot of ""Platform"", there are two prisoners on each level, and how many levels are unknown. The movie ""Platform"" (2019) will be enjoyed by all fans of thrillers, horror and fantasy in Ukrainian live.","['drama', 'horror', 'thriller', 'war']"
3393.jpg,Reproduction,2018.0,5.5,"Once a promising biologist lost his family, wife and children in a terrible car accident. But, he does not let go and with the help of reproduction ""resurrects"" his relatives and beloved people. The film ""Reproduction"" (2018) will be liked to watch in Ukrainian live by all fans of thrillers and detectives.","['crime', 'detective', 'thriller']"
3394.jpg,Ghost,2018.0,5.1,"Kate Fuller is an experienced police detective, and therefore this complicated case was assigned to her. The fact is that, according to operative data, the husband was strangled in his sleep by his own wife. Kate questions the young daughter of the deceased named Sophie, who is only eight years old. And soon the detective learns about the existence of Mara - an ancient demon, an eater of dreams, a meeting with him does not bode well. Now Kate cannot sleep peacefully, because she is tormented by the same terrible symptoms and nightmares. And she gradually begins to believe in an ancient demon. The movie ""Mara"" (2018) will be enjoyed by all fans of thrillers and detectives and horrors in Ukrainian.","['crime', 'horror', 'thriller']"
3395.jpg,In bed with Victoria,2016.0,6.2,"Victoria is trying to start a new life - to pull herself together, deal with her lovers, sleep more and eat better. But the ex, who turned to her for help, does not help to put things in order. And another lover, who prides himself on being a popular writer, devotes the entire network to the details of her intimate life. The movie ""In bed with Victoria"" (2016) will be enjoyed by all fans of dramatic films and comedies in Ukrainian live.","['comedy', 'drama']"
3396.jpg,128 heartbeats,2015.0,6.2,"Los Angeles, California is a world of endless possibilities by day and unreal Hollywood parties by night. Both worlds seek to conquer a young DJ named Cole, working tirelessly on his breakthrough track, which should blow up the whole world. He is noticed and taken under the wing of an experienced producer James, but everything becomes extremely complicated when Cole falls in love with James' young girlfriend. The movie ""128 Heartbeats"" (2015) will be enjoyed by all fans of musicals in Ukrainian.","['comedy', 'drama', 'music', 'musical']"
3397.jpg,Three nines,2016.0,6.3,"A gang of criminals and corrupt cops plans to kill a policeman in order to pull off a robbery at the other end of the city. The movie ""Three Nines"" (2016) will be enjoyed by all fans of dramatic films and thrillers in Ukrainian.","['crime', 'detective', 'drama', 'thriller']"
3398.jpg,Malavita,2013.0,6.3,"In the center of the plot is the family of the famous mobster Giovanni Manzoni, who is forced to hide because of his dark past. According to the plot of ""Malavita"" they are helped by an FBI employee to hide, because after turning in their former friends, the Giovanni family falls under the witness protection program. All fans of thrillers and comedies will like watching the movie ""Malavita"" (2013) in Ukrainian live.","['comedy', 'crime', 'thriller']"
3399.jpg,Loc,2014.0,7.1,"The main character is a responsible builder, a caring family man, he is honest and reliable. Ivan Loka worked hard and cemented his family life, tomorrow at the construction site he will have an important task and a probable promotion. But one call that rang out in the dark turns his whole insides upside down. All fans of thrillers and dramas will enjoy watching the movie ""Lok"" (2014) live in Ukrainian.","['drama', 'thriller']"
3400.jpg,Genius,2016.0,6.5,"The story of the difficult friendship of two very talented people: the writer Thomas Wolfe and the publisher Max Perkins, who opened the world to such great novelists as F. Scott Fitzgerald and Ernest Hemingway. The film ""Genius"" (2016) will be enjoyed by all fans of historical and biographical films in Ukrainian.","['biography', 'drama', 'historical']"
3401.jpg,The show begins,2002.0,5.5,"Detective of the Los Angeles Police Department Mitch Preston is a man who does not tolerate nonsense, and who is not distinguished by talkativeness, patience and great taste. All he needs is to be left alone, and he could calmly do what he has been doing for more than twenty years - his work. The film ""The Show Begins"" (2002) will be enjoyed by all fans of comedy and crime films in Ukrainian live.","['comedy', 'crime']"
3402.jpg,A tale of tales,2015.0,6.4,"Magicians and wizards, kings and queens, beautiful princesses and giant Scarecrows inhabit this stunning Gothic fantasy. The voluptuous King of the Lonely Rock takes a charming maiden as his wife, and she turns into an ugly old woman. The movie ""Tale of Tales"" (2015) will be enjoyed by all fans of horror and fantasy films in Ukrainian.","['drama', 'fantasy', 'horror']"
3403.jpg,12 years of slavery,2013.0,8.1,"Solomon Northup from New York was a black man, but not a slave, he had an education and a family, he was respected in society, but one day everything changed. The man met two gentlemen who invited him to go with them to Washington, where they promised Northup a good job. All fans of historical dramas will enjoy watching the movie ""12 Years a Slave"" (2013) in Ukrainian live.","['biography', 'drama', 'historical']"
3404.jpg,Sea battle,2012.0,5.8,"Many believe that contact with extraterrestrial beings can turn out to be a very exciting and profitable cooperation. In 2005, the heroes of ""Sea Battle"" - the NASA government, send a signal into space in the hope that if there are any living creatures there, they will definitely respond. The movie ""Sea Battle"" (2012) will be enjoyed by all fans of thrillers and science fiction in Ukrainian.","['adventure', 'thriller']"
3405.jpg,Society of Dead Poets / Union of Dead Poets,1989.0,8.1,"He came to work at an academy proud of its traditions. The most famous educational institution of the USA does not allow students to think freely. Teachers demand compliance with the laws of honor, and boys hate classes and mannered professors. The next academic year began with the arrival of John Keating in the classroom, which immediately struck him as unusual. The lecture, dedicated to the transience of our lives, was remembered forever. He calls to use every day, to catch the moment, to live as if there is nothing tomorrow. Several boys caught every word. The man of letters sought to disturb the interest in poems. Soon he secretly resumes the activities of the Dead Poets Society club. The foreignness of his views causes the rejection of his colleagues. Influential parents are also unhappy. The children became more independent, allowing themselves to argue with their parents. Neil's future was decided even before birth. The boy is destined to become a doctor. She considers her son's artistic abilities a blessing. He gets one of the main roles in a Shakespeare play staged on the school stage, which angers his father, a high-ranking military man. Only a favorite teacher supports art. The film ""The Society of Dead Poets"" (1989) will be enjoyed by all fans of dramatic films and comedies in Ukrainian live.","['comedy', 'drama']"
3406.jpg,Neighbors are on edge,2012.0,5.7,"The plot of the film revolves around a friendly company of neighbors who organized the wife to patrol the neighborhood and maintain order. In fact, good intentions were only an excuse to run away from the family at least occasionally to go for a walk in the evening in a purely male company. The film ""Neighbors on the Stream"" (2012) will be enjoyed by all fans of comedy films and science fiction in Ukrainian live.",['comedy']
3407.jpg,The sinister dead,2013.0,6.5,"A young woman, Mia, who is trying to get rid of drug addiction, goes with her brother and a group of friends to a remote cabin, where they discover the Book of the Dead, which leads to danger and horror. The movie ""The Deadly Dead"" (2013) will be liked to watch in Ukrainian live by all fans of horror movies.",['horror']
3408.jpg,The Evil Dead 3: Army of Darkness,1992.0,7.4,"In the third part of the comedy-horror picture, Ash is accidentally transported to the distant past. Together with his car and a double barrel, the main character appears in the 13th century. In this gloomy medieval people suffer from the forces of darkness. Poor Ash was caught by good citizens and put in the local prison. The movie ""Deadly Dead 3: Army of Darkness"" (1992) will be liked to watch in Ukrainian live by all fans of horror movies.","['comedy', 'fantasy', 'horror']"
3409.jpg,Hot fugitives,2015.0,5.1,"Super-scrupulous police officer Cooper is proud of his appointment to a seemingly simple task - to accompany the wife of a mobster Daniella across Texas to Dallas, where she and her husband must testify against a major drug lord. All fans of comedies and crime will like to watch the movie ""Palki Vtikachki"" (2015) live in Ukrainian.","['comedy', 'crime']"
3410.jpg,13th district,2004.0,7.1,"The main events of the first part will take place in Paris in 2010. Here, many blocks are separated from criminal districts, in particular the thirteenth, by a concrete wall. The film ""13th district"" (2004) will be enjoyed by all fans of thrillers and science fiction in Ukrainian live.","['crime', 'thriller']"
3411.jpg,The time traveler's wife,2009.0,7.1,"The main characters of this fantastic melodrama met when she was six, and he was thirty-six. According to the plot, they got married when she was twenty-three and he was thirty-one. The fact is that Henry suffers from a rare genetic disease - time displacement syndrome. The film ""The Time Traveler's Wife"" (2009) will be enjoyed by all fans of drama and fantasy in Ukrainian live.","['drama', 'fantasy']"
3412.jpg,Earth after our era,2013.0,4.8,"Cypher Rage has not seen his family and 13-year-old son for a long time, so he is very happy to return. The hero of the film is also happy to see his father back, the boy is very proud of him and wants to be like him in everything. The film ""Earth after our era"" (2013) will be liked by all fans of adventure and fantasy in Ukrainian.",['adventure']
3413.jpg,Hurry up to love,2002.0,7.3,"The events take place in an ordinary American high school. Here, a local handsome and avid lover named Landon Carter enjoys success with the opposite sex. Almost all the girls who study at this educational institution are in love with him. One day, Landon finds himself in an awkward situation. He is punished as follows: he must help in the education of lagging students and engage in a drama club. Then the boy remembers the gray mouse of the school, a nerd in a skirt, a girl named Jamie. The film ""Hurry to love"" (2014) will be liked by all fans of dramatic films in Ukrainian.",['drama']
3414.jpg,Cube,1997.0,7.1,"In some inexplicable way, five men find themselves in a bizarre cubic structure. It consists of identical rooms. A hatch is cut into the ceiling, walls and floor of each of them. All fans of thrillers and science fiction will enjoy watching the movie ""The Cube"" (1997) live in Ukrainian.","['detective', 'drama', 'thriller']"
3417.jpg,Labyrinth of the Faun,2006.0,8.2,"A ten-year-old girl named Ophelia turns out to be at the center of events. One day she will find herself in a labyrinth. But, about everything in order. The year 1944 is in the yard. The Spanish rebels are doing everything they can to resist the evil fascist invaders. A little girl and her mother make their way to their stepfather. The film ""Faun's Labyrinth"" (2006) will be enjoyed by all fans of war films and science fiction in Ukrainian live.","['drama', 'fantasy', 'war']"
